# Constructed from biom file
#OTU ID	Piccard_HOG_LotsOShrimp_J21241HOG14_0_Jun2021	Piccard_HOG_Shrimpocalypse_J21240HOG14_0_Jun2021	VonDamm_HOG_Rav2_J21244HOG20_0_Jun2021	VonDamm_HOG_X18_J21235HOG20_0_Jun2021
31f77100d15037d924beaee9493dceb6	94975.0	101.0	0.0	0.0
db81c9c7fb578f089eaeb2acd4f8295d	10193.0	9126.0	352.0	40740.0
dd7263f55f2d19fe7505479928b09db7	0.0	0.0	11865.0	36530.0
72e797a492951f46a50725a1a13ab86e	40.0	22668.0	0.0	0.0
6dc976b9ebdce91d46e7cda37b949d21	4897.0	8691.0	8525.0	0.0
5e9a4a1868dac1753824e2132e0fce4c	0.0	0.0	163.0	19713.0
21db22ebc7cfea13a50904a42402c104	0.0	0.0	19533.0	118.0
f2110ae20894407f3712b1aeeee82f41	0.0	0.0	13745.0	2593.0
e869507a97db82351a1746696c1a9118	6.0	11270.0	0.0	10.0
818187b639abf2f1197367dfa4e109ec	7264.0	1547.0	0.0	0.0
efc68ab89402795c76d7288ab0af2fe8	251.0	4264.0	2975.0	314.0
8d1b293d791ab509739e84b4da2f4be4	7112.0	0.0	0.0	0.0
99ba81c88f63f83daf290add3918d38b	213.0	4548.0	2160.0	89.0
ce63126f3a0137ea0b725879b5cab86b	0.0	0.0	102.0	6489.0
53257b7d37232e4fa705a9b6d845c706	4917.0	0.0	0.0	0.0
305ed5676a140e5525778c67530ef723	0.0	0.0	0.0	4644.0
e9cead07f32f3e25a594e3a724854746	1909.0	1741.0	363.0	194.0
da6d3b8baa3c85c833598048712d09a2	1594.0	669.0	1140.0	482.0
704a44e660832f9581db751f2509c4d5	0.0	0.0	2477.0	1352.0
e27b42dabca42ec42d45949ba23ba668	0.0	0.0	0.0	3706.0
b5fb8a53a1828a572ac5fc78a902ed47	1998.0	1565.0	109.0	0.0
e73c5ec1981486e1905e087ddfb01b0f	0.0	3619.0	0.0	0.0
ba7844ae139d0ea0c944d344a4bb9384	80.0	2191.0	1128.0	135.0
e4d2332726f3a05445c052d5a20055bd	0.0	0.0	371.0	3034.0
5d3d36462fa0a0d3cdee2cb074868b52	0.0	0.0	166.0	3041.0
360704f626565b2c7bfe6b155b56e16e	0.0	0.0	0.0	3114.0
a11817bfcebd1b23cffedee0cf10429a	102.0	118.0	2874.0	0.0
ff2983a4dd4ae9faa5bfb1e6930a011a	0.0	0.0	0.0	3002.0
9de6c6f809707227ac29ed30088f72cc	2854.0	141.0	0.0	0.0
007322d9b4f6b28ffd65df27f957582d	739.0	2158.0	0.0	0.0
462d8ca6b7fbd2c851481c08d0aac210	2820.0	0.0	0.0	0.0
2f0a13d61f6d4dcacd2ad259133bcc94	890.0	1724.0	0.0	189.0
5034347523597c109af69497a097f926	2735.0	0.0	0.0	0.0
a515a6062896d997c5e630b545f3dc12	102.0	1410.0	1134.0	44.0
21378618eac851d904cd6bb18d3ad817	2654.0	0.0	0.0	0.0
9f4d72322edc8a49b75b99bdc59f36f1	831.0	16.0	937.0	703.0
54032a4dfdc08d69ed768ee5679c59cc	328.0	818.0	965.0	372.0
9e35b181c7e79fd47fe4c8dbc9a77a20	0.0	62.0	1523.0	778.0
ffb23cb0656ec0833247d03d5755d33a	0.0	1434.0	812.0	0.0
12b49124382c0f0a03e9b6e1d4fb8094	576.0	490.0	785.0	391.0
3024213b0a222cb950b9a10a3a4915f3	0.0	0.0	2147.0	0.0
2050c405da8b91a37e6d935f96430631	833.0	363.0	626.0	303.0
37ac281fb05867c4a9e4c42f81e1c99a	998.0	483.0	481.0	114.0
9251e8578062ae5ff73218117a6def92	1875.0	171.0	0.0	16.0
e9c2c1ed010bb04f6434f018332f1b7a	19.0	269.0	1659.0	106.0
38a1e68923981030900a4744924d4694	469.0	210.0	808.0	494.0
ce11e5bf40c21bdca5d496cb5b69d11d	16.0	291.0	1627.0	0.0
254943b4cfade16e5e81e40abc2ddedf	101.0	820.0	827.0	177.0
e610600db47d36232bd618ce5879e531	0.0	0.0	1817.0	0.0
f02f0b919dedbadbe55665c3908224d1	49.0	1107.0	600.0	44.0
90279a7308eb7d33b6c01475f8a296d6	1500.0	30.0	9.0	101.0
53f8d053125ccfe0540cb39592f34433	0.0	0.0	0.0	1633.0
5856d5441f68104b13b7584cf46ba6a4	520.0	657.0	449.0	0.0
711c53703a272a9636525ff2cc10afdd	709.0	905.0	0.0	0.0
ca482f86f2a20eeb38d57f9d92f8c77b	1463.0	87.0	21.0	11.0
3fa71e3dda54b25ba36373b5e4271397	915.0	493.0	82.0	77.0
04aa13d17f5509b4dd6e30bfabcc560b	0.0	0.0	0.0	1543.0
f6a1cf70e2c16b900b984c98b49e75c9	655.0	887.0	0.0	0.0
692c122e8b31035c261272cbbb523efe	1358.0	166.0	0.0	0.0
ae4fe86cbc5620b3b25634f21ab75488	0.0	1470.0	0.0	0.0
ec20374a9b68b95a2ba0910da16c67d3	0.0	0.0	366.0	1103.0
fb4c3f188833d14b3380566987b6a16f	45.0	181.0	1014.0	183.0
78951b2d4ca30531381672a30be0978a	0.0	0.0	1420.0	0.0
213782d871e7988943bf278c3191f221	73.0	109.0	1228.0	0.0
